colOrder,IRI,label,variable,displayOrder,dataFile,definition,category,parentIRI,parentLabel,codebookDescription,codebookValues,termType,repeated,is_temporal,mergeKey,dataSet,unitLabel,unitIRI,is_featured,hidden,scale,forceStringType,defaultDisplayRangeMin,defaultDisplayRangeMax,defaultBinWidth
136,http://purl.obolibrary.org/obo/EUPATH_0058345,Frequency of engaging in sex work,jilindequestionnaire_data_2022-02-01_0550::x136,,jilindequestionnaire_data_2022-02-01_0550,How frequently do you engage in sex work?,Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,52. How frequently do you engage in sex work?,"1, Daily | 2, Two to six days in a week | 3, Once a week | 4, A few times in two weeks | 5, A few times in a month | 6, A few times in a year | 96, Other",variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
137,http://purl.obolibrary.org/obo/EUPATH_0058346,Frequency of engaging in sex work specified,jilindequestionnaire_data_2022-02-01_0550::x137,,jilindequestionnaire_data_2022-02-01_0550,Other specify,Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,Other specify,,variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
66,http://purl.obolibrary.org/obo/EUPATH_0058347,Have ever had sex,jilindequestionnaire_data_2022-02-01_0550::x66,,jilindequestionnaire_data_2022-02-01_0550,Have you ever had sex?,Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,31. Have you ever had sex?,"1, Yes | 2, No | 98, I Don't know what sex is",variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
116,http://purl.obolibrary.org/obo/EUPATH_0058348,Have ever had sex under influence of alcohol  and/or drugs,jilindequestionnaire_data_2022-02-01_0550::x116,,jilindequestionnaire_data_2022-02-01_0550,Have you ever had sex while you were under the influence of alcohol and/or drugs?,Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,47. Have you ever had sex while you were under the influence of alcohol and/or drugs?,"1, Yes | 2, No | 98, Don't Know",variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
70,http://purl.obolibrary.org/obo/EUPATH_0058349,Have had sexual intercousre in last month,jilindequestionnaire_data_2022-02-01_0550::x70,,jilindequestionnaire_data_2022-02-01_0550,Have you had sexual intercourse in the last one month?,Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,35. Have you had sexual intercourse in the last one month?,"1, Yes | 2, No | 98, Don't Know",variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
79,http://purl.obolibrary.org/obo/EUPATH_0058350,HIV prevention by sexual intercourse partners in last time,jilindequestionnaire_data_2022-02-01_0550::x79,,jilindequestionnaire_data_2022-02-01_0550,"The last time you had sexual intercourse, did you or your partner use any HIV prevention method?",Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,"40. The last time you had sexual intercourse, did you or your partner use any HIV prevention method?","1, Yes | 2, No | 98, Can't Remember",variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0058351,HIV prevention method used for last time sexual intercourse partner,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,,,multifilter,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
75,http://purl.obolibrary.org/obo/EUPATH_0058352,Month ago when have had sexual intercouse last time,jilindequestionnaire_data_2022-02-01_0550::x75,,jilindequestionnaire_data_2022-02-01_0550,Specify Months ago,Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,Specify Months ago,,variable,,,,Demand_creation_evaluation_questionnaire,months,http://purl.obolibrary.org/obo/UO_0000035,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0058353,Reason not to use condom,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,,,multifilter,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
115,http://purl.obolibrary.org/obo/EUPATH_0058354,Reason not to use condom  specified,jilindequestionnaire_data_2022-02-01_0550::x115,,jilindequestionnaire_data_2022-02-01_0550,Other specify,Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,Other specify,,variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
134,http://purl.obolibrary.org/obo/EUPATH_0058355,Time of being a sex worker,jilindequestionnaire_data_2022-02-01_0550::x134,,jilindequestionnaire_data_2022-02-01_0550,For how long have you been doing sex work?,Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,51. For how long have you been doing sex work?,"1, Less than six months | 2, Between six months and eleven months | 3, One to two years | 4, Between 3 and 5 years | 5, More than 5 years | 96, Other",variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
135,http://purl.obolibrary.org/obo/EUPATH_0058356,Time of being a sex worker specified,jilindequestionnaire_data_2022-02-01_0550::x135,,jilindequestionnaire_data_2022-02-01_0550,Other specify,Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,Other specify,,variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
71,http://purl.obolibrary.org/obo/EUPATH_0058357,Times of having sex in last month,jilindequestionnaire_data_2022-02-01_0550::x71,,jilindequestionnaire_data_2022-02-01_0550,How many days have you had sex in the last one month?,Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,36. How many days have you had sex in the last one month?,,variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
78,http://purl.obolibrary.org/obo/EUPATH_0058358,Total different sexual intercourse partners in last month,jilindequestionnaire_data_2022-02-01_0550::x78,,jilindequestionnaire_data_2022-02-01_0550,"In total, how many different people have you had sexual intercourse with in the last one month?",Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,"39. In total, how many different people have you had sexual intercourse with in the last one month?",,variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
77,http://purl.obolibrary.org/obo/EUPATH_0058359,Type of sexual encounter in most recent sexual encounter,jilindequestionnaire_data_2022-02-01_0550::x77,,jilindequestionnaire_data_2022-02-01_0550,"In your most recent sexual encounter, your partner was",Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,"38. In your most recent sexual encounter, your partner was","1, Male | 2, Female | 3, Transgender | 98, Don't Know",variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
69,http://purl.obolibrary.org/obo/EUPATH_0058360,Use condom for first time sex,jilindequestionnaire_data_2022-02-01_0550::x69,,jilindequestionnaire_data_2022-02-01_0550,"When you had sex for the first time, was a condom used?",Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,"34. When you had sex for the first time, was a condom used?","1, Yes | 2, No | 3, Do not know what condom is | 98, Don't Know | 99, I can't remember",variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
74,http://purl.obolibrary.org/obo/EUPATH_0058361,Weeks ago when have had sexual intercouse last time,jilindequestionnaire_data_2022-02-01_0550::x74,,jilindequestionnaire_data_2022-02-01_0550,Specify no. of Weeks Ago,Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,Specify no. of Weeks Ago,,variable,,,,Demand_creation_evaluation_questionnaire,weeks,http://purl.obolibrary.org/obo/UO_0000034,,,,,,,
72,http://purl.obolibrary.org/obo/EUPATH_0058362,When have had sexual intercouse last time,jilindequestionnaire_data_2022-02-01_0550::x72,,jilindequestionnaire_data_2022-02-01_0550,"When was the last time you had sexual intercourse? WHEN LESS THAN A DAY, RECORD 00 DAYS",Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,"37. When was the last time you had sexual intercourse? WHEN LESS THAN A DAY, RECORD '00' DAYS. IF '12 MONTHS' RECORD IN MONTHS, WEEKS OR DAYS. IF MORE THAN 12 MONTHS RECORD IN YEARS",,variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
117,http://purl.obolibrary.org/obo/EUPATH_0058363,Whether use condom after taking alcohol and/or drugs during last time sex,jilindequestionnaire_data_2022-02-01_0550::x117,,jilindequestionnaire_data_2022-02-01_0550,Was a condom used during the last time you had sex after taking alcohol and/or drugs?,Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,48. Was a condom used during the last time you had sex after taking alcohol and/or drugs?,"1, Yes | 2, No | 98, Don't know/Remember",variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
76,http://purl.obolibrary.org/obo/EUPATH_0058364,Years ago when have had sexual intercouse last time,jilindequestionnaire_data_2022-02-01_0550::x76,,jilindequestionnaire_data_2022-02-01_0550,Specify Years ago,Participant,http://purl.obolibrary.org/obo/EUPATH_0053598,Sexual behavior,Specify Years ago,,variable,,,,Demand_creation_evaluation_questionnaire,years,http://purl.obolibrary.org/obo/UO_0000036,,,,,,,
138,http://purl.obolibrary.org/obo/EUPATH_0058365,Consider having a chance to get HIV,jilindequestionnaire_data_2022-02-01_0550::x138,,jilindequestionnaire_data_2022-02-01_0550,Do you think you have a chance of getting HIV?,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,53. Do you think you have a chance of getting HIV?,"1, Yes | 2, No | 3, I have HIV | 98, Don't Know",variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
896,http://purl.obolibrary.org/obo/EUPATH_0055018,Frequency of HIV testing in last one year,jilindequestionnaire_data_2022-02-01_0550::x896,,jilindequestionnaire_data_2022-02-01_0550,How many times have you been tested for HIV in the past one year?,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,266. How many times have you been tested for HIV in the past one year?,,variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
897,http://purl.obolibrary.org/obo/EUPATH_0055019,Frequency of HIV testing in last one year specified,jilindequestionnaire_data_2022-02-01_0550::x897,,jilindequestionnaire_data_2022-02-01_0550,Other specify,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,Other specify,,variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
894,http://purl.obolibrary.org/obo/EUPATH_0055016,Have been tested for HIV,jilindequestionnaire_data_2022-02-01_0550::x894,,jilindequestionnaire_data_2022-02-01_0550,Have you ever been tested for HIV?,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,264. Have you ever been tested for HIV?,"1, Yes | 2, No | 98, Don't Know",variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
895,http://purl.obolibrary.org/obo/EUPATH_0055017,Have been to health facility for HIV test in last 12 months,jilindequestionnaire_data_2022-02-01_0550::x895,,jilindequestionnaire_data_2022-02-01_0550,"In the last 12 months, have you gone to a health facility for an HIV test?",Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,"265. In the last 12 months, have you gone to a health facility for an HIV test?","1, Yes | 2, No | 98, Don't Know",variable,,,,Demand_creation_evaluation_questionnaire,,,yes,,,,,,
32,http://purl.obolibrary.org/obo/EUPATH_0054557,HIV prevention influenced by religion,jilindequestionnaire_data_2022-02-01_0550::x32,,jilindequestionnaire_data_2022-02-01_0550,"To what degree do your religious beliefs influence the decisions you make about HIV prevention? Would you say that your beliefs: never, somewhat, often, or always influence the decisions you make about HIV prevention?",Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,"12. To what degree do your religious beliefs influence the decisions you make about HIV prevention? Would you say that your beliefs: never, somewhat, often, or always influence the decisions you make about HIV prevention?","1, Never | 2, Somewhat | 3, Often/Frequently | 4, Always | 98, Don't Know",variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
87,http://purl.obolibrary.org/obo/EUPATH_0058366,"HIV prevention method used for last time sexual intercourse partner, specified",jilindequestionnaire_data_2022-02-01_0550::x87,,jilindequestionnaire_data_2022-02-01_0550,Other specify,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,Other specify,,variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0054501,HIV/AIDS knowledge,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,,,multifilter,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
898,http://purl.obolibrary.org/obo/EUPATH_0055020,Last HIV test,jilindequestionnaire_data_2022-02-01_0550::x898,,jilindequestionnaire_data_2022-02-01_0550,When did you LAST go for a HIV test?,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,267. When did you LAST go for a HIV test?,"1, Less than 3 months ago | 2, 3 - 5 months ago | 3, 6 - 11 months ago | 4, 1 - 2 years ago | 5, More than 2 years ago | 98, Don't know",variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
905,http://purl.obolibrary.org/obo/EUPATH_0055030,Reason of not having HIV test specified,jilindequestionnaire_data_2022-02-01_0550::x905,,jilindequestionnaire_data_2022-02-01_0550,Why dont you want to have an HIV test?,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,273. Why don't you want to have an HIV test?,"1, I am afraid of knowing my status | 2, I am faithful and so I don't need one | 3, I can't manage the shock if I turn positive | 4, The test is not important | 5, I don't know where to take the test | 6, I don't have the resources to go for the test | 7, I don't have time to go for the test | 8, I don't trust the provider's confidentiality | 96, Other",variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
152,http://purl.obolibrary.org/obo/EUPATH_0058367,Reason to consider having a chance to get HIV specified,jilindequestionnaire_data_2022-02-01_0550::x152,,jilindequestionnaire_data_2022-02-01_0550,Reason to consider having a chance to get HIV specified,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,Other specify,,variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0058368,Reason to think having moderate or high chance of getting HIV,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,,,multifilter,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
173,http://purl.obolibrary.org/obo/EUPATH_0058369,Reason to think having moderate or high chance of getting HIV specified,jilindequestionnaire_data_2022-02-01_0550::x173,,jilindequestionnaire_data_2022-02-01_0550,Reason to think having moderate or high chance of getting HIV specified,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,Other specify,,variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0058370,Reason to think having no risk or small chance of getting HIV,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,,,multifilter,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
163,http://purl.obolibrary.org/obo/EUPATH_0058371,Reason to think having no risk/small chance of getting HIV specified,jilindequestionnaire_data_2022-02-01_0550::x163,,jilindequestionnaire_data_2022-02-01_0550,Other specify,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,Other specify,,variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
,http://purl.obolibrary.org/obo/EUPATH_0058372,Resson to consider having a chance to get HIV,,,,,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,,,multifilter,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
903,http://purl.obolibrary.org/obo/EUPATH_0058373,Result of last HIV test,jilindequestionnaire_data_2022-02-01_0550::x903,,jilindequestionnaire_data_2022-02-01_0550,What was the result of that HIV test?,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,271. What was the result of that HIV test?,"1,Positive | 2,Negative | 98,Indeterminate",variable,,,,Demand_creation_evaluation_questionnaire,,,yes,,,,,,
153,http://purl.obolibrary.org/obo/EUPATH_0058374,Self-perspective risk of getting HIV,jilindequestionnaire_data_2022-02-01_0550::x153,,jilindequestionnaire_data_2022-02-01_0550,"Do you think that your chances of getting HIV are no risk, small, moderate or great?",Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,"55. Do you think that your chances of getting HIV are no risk, small, moderate or great?","1, Small risk | 2, Moderate risk | 3, High risk | 98, Don't know",variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
906,http://purl.obolibrary.org/obo/EUPATH_0055031,Take HIV test in the future,jilindequestionnaire_data_2022-02-01_0550::x906,,jilindequestionnaire_data_2022-02-01_0550,Would you like to take an HIV test in the future?,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,274. Would you like to take an HIV test in the future?,"1, Yes | 2, No | 98, Don't Know",variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
96,http://purl.obolibrary.org/obo/EUPATH_0058375,"Using any method to prevent HIV infection, specified",jilindequestionnaire_data_2022-02-01_0550::x96,,jilindequestionnaire_data_2022-02-01_0550,Other specify,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,Other specify,,variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
899,http://purl.obolibrary.org/obo/EUPATH_0058376,Where to get last HIV test,jilindequestionnaire_data_2022-02-01_0550::x899,,jilindequestionnaire_data_2022-02-01_0550,Where was the test conducted?,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,268. Where was the test conducted?,"1,Drop in center | 2,Public health facility | 3,Private health facility | 4,Outreach | 5,Safe space | 96,Other",variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
900,http://purl.obolibrary.org/obo/EUPATH_0058377,Where to get last HIV test specified,jilindequestionnaire_data_2022-02-01_0550::x900,,jilindequestionnaire_data_2022-02-01_0550,Where was the test conducted?,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,Other specify,,variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
901,http://purl.obolibrary.org/obo/EUPATH_0058378,Whether receive HIV test result,jilindequestionnaire_data_2022-02-01_0550::x901,,jilindequestionnaire_data_2022-02-01_0550,Did you receive the test results?,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,269. Did you receive the test results?,"1, Yes | 2, No | 98, Don't Know",variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
902,http://purl.obolibrary.org/obo/EUPATH_0058379,Whether willing to share last HIV test result,jilindequestionnaire_data_2022-02-01_0550::x902,,jilindequestionnaire_data_2022-02-01_0550,"Are you willing to tell me the last HIV test result you received? (READ OUT: Your results will be kept strictly confidential if you choose to tell me, but it is not a must that you tell me)",Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,"270. Are you willing to tell me the last HIV test result you received? (READ OUT: Your results will be kept strictly confidential if you choose to tell me, but it is not a must that you tell me)","1,Yes | 2,No",variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
97,http://purl.obolibrary.org/obo/EUPATH_0058380,Who decide HIV prevetion method,jilindequestionnaire_data_2022-02-01_0550::x97,,jilindequestionnaire_data_2022-02-01_0550,Whose decision was it on the type of HIV prevention method to use?,Participant,http://purl.obolibrary.org/obo/EUPATH_0054343,HIV/AIDS and STIs,44. Whose decision was it on the type of HIV prevention method to use?,"1,Mainly Yours | 2,Mainly Partner | 3,Jointly | 96,Other",variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
98,http://purl.obolibrary.org/obo/EUPATH_0058381,Who decide HIV prevetion method,jilindequestionnaire_data_2022-02-01_0550::x98,,jilindequestionnaire_data_2022-02-01_0550,Whose decision was it on the type of HIV prevention method to use?,Participant,http://purl.obolibrary.org/obo/EUPATH_0054344,HIV/AIDS and STIs,Other specify,,variable,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
63,http://purl.obolibrary.org/obo/EUPATH_0054567,A person can reduce the risk of getting HIV by using a condom every time they have sex,jilindequestionnaire_data_2022-02-01_0550::x63,,jilindequestionnaire_data_2022-02-01_0550,A person can reduce the risk of getting HIV by using a condom every time they have sex,Participant,http://purl.obolibrary.org/obo/EUPATH_0054501,HIV/AIDS knowledge,29. A person can reduce the risk of getting HIV by using a condom every time they have sex,"1, Yes | 2, No | 98, Don't Know",value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
60,http://purl.obolibrary.org/obo/EUPATH_0054564,Anal sex is safer than vaginal sex in transmitting HIV,jilindequestionnaire_data_2022-02-01_0550::x60,,jilindequestionnaire_data_2022-02-01_0550,Anal sex is safer than vaginal sex in transmitting HIV,Participant,http://purl.obolibrary.org/obo/EUPATH_0054501,HIV/AIDS knowledge,26. Anal sex is safer than vaginal sex in transmitting HIV,"1, Yes | 0, No | 98, Don't Know",value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
55,http://purl.obolibrary.org/obo/EUPATH_0054559,"Have you ever heard of an infection called HIV, the virus that causes AIDS?",jilindequestionnaire_data_2022-02-01_0550::x55,,jilindequestionnaire_data_2022-02-01_0550,"Have you ever heard of an infection called HIV, the virus that causes AIDS?",Participant,http://purl.obolibrary.org/obo/EUPATH_0054501,HIV/AIDS knowledge,"21. Have you ever heard of an infection called HIV, the virus that causes AIDS?","1, Yes | 2, No | 98, Don't Know",value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
56,http://purl.obolibrary.org/obo/EUPATH_0054560,HIV can be transmitted by mosquito bites,jilindequestionnaire_data_2022-02-01_0550::x56,,jilindequestionnaire_data_2022-02-01_0550,HIV can be transmitted by mosquito bites,Participant,http://purl.obolibrary.org/obo/EUPATH_0054501,HIV/AIDS knowledge,22. HIV can be transmitted by mosquito bites,"1, Yes | 2, No | 98, Don't Know",value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
57,http://purl.obolibrary.org/obo/EUPATH_0054561,HIV can be transmitted by sharing a meal with an infected person,jilindequestionnaire_data_2022-02-01_0550::x57,,jilindequestionnaire_data_2022-02-01_0550,HIV can be transmitted by sharing a meal with an infected person,Participant,http://purl.obolibrary.org/obo/EUPATH_0054501,HIV/AIDS knowledge,23. HIV can be transmitted by sharing a meal with an infected person,"1, Yes | 2, No | 98, Don't Know",value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
61,http://purl.obolibrary.org/obo/EUPATH_0054565,HIV could be transmitted by shaking hands with an HIV positive person,jilindequestionnaire_data_2022-02-01_0550::x61,,jilindequestionnaire_data_2022-02-01_0550,HIV could be transmitted by shaking hands with an HIV positive person,Participant,http://purl.obolibrary.org/obo/EUPATH_0054501,HIV/AIDS knowledge,27. HIV could be transmitted by shaking hands with an HIV positive person,"1, Yes | 2, No | 98, Don't Know",value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
64,http://purl.obolibrary.org/obo/EUPATH_0054568,HIV could be transmitted by sharing needles (injection) with an HIV positive person,jilindequestionnaire_data_2022-02-01_0550::x64,,jilindequestionnaire_data_2022-02-01_0550,HIV could be transmitted by sharing needles (injection) with an HIV positive person,Participant,http://purl.obolibrary.org/obo/EUPATH_0054501,HIV/AIDS knowledge,30. HIV could be transmitted by sharing needles (injection) with an HIV positive person,"1, Yes | 2, No | 98, Don't Know",value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
59,http://purl.obolibrary.org/obo/EUPATH_0054563,"If a man/woman has HIV, his/her partner always has HIV",jilindequestionnaire_data_2022-02-01_0550::x59,,jilindequestionnaire_data_2022-02-01_0550,"If a man/woman has HIV, his/her partner always has HIV",Participant,http://purl.obolibrary.org/obo/EUPATH_0054501,HIV/AIDS knowledge,"25. If a man/woman has HIV, his/her partner always has HIV","1, Yes | 2, No | 98, Don't Know",value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
62,http://purl.obolibrary.org/obo/EUPATH_0054566,If a mother is HIV positive she can transmit HIV to her baby during pregnancy,jilindequestionnaire_data_2022-02-01_0550::x62,,jilindequestionnaire_data_2022-02-01_0550,If a mother is HIV positive she can transmit HIV to her baby during pregnancy,Participant,http://purl.obolibrary.org/obo/EUPATH_0054501,HIV/AIDS knowledge,28. If a mother is HIV positive she can transmit HIV to her baby during pregnancy,"1, Yes | 0, No | 98, Don't Know",value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
58,http://purl.obolibrary.org/obo/EUPATH_0054562,It is possible for a healthy-looking person to have HIV,jilindequestionnaire_data_2022-02-01_0550::x58,,jilindequestionnaire_data_2022-02-01_0550,It is possible for a healthy-looking person to have HIV,Participant,http://purl.obolibrary.org/obo/EUPATH_0054501,HIV/AIDS knowledge,24. It is possible for a healthy-looking person to have HIV,"1, Yes | 2, No | 98, Don't Know",value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
182,http://purl.obolibrary.org/obo/EUPATH_0054578,"After being prescribed PrEP, you should return to the health-care provider for repeat HIV testing after one month",jilindequestionnaire_data_2022-02-01_0550::x182,,jilindequestionnaire_data_2022-02-01_0550,"After being prescribed PrEP, you should return to the health-care provider for repeat HIV testing after one month",Participant,http://purl.obolibrary.org/obo/EUPATH_0054502,PrEP knowledge,"66. After being prescribed PrEP, you should return to the health-care provider for repeat HIV testing after one month","1, True | 2, False | 98, Don't Know",value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
176,http://purl.obolibrary.org/obo/EUPATH_0054572,All individuals found to be HIV negative are fit to use PrEP,jilindequestionnaire_data_2022-02-01_0550::x176,,jilindequestionnaire_data_2022-02-01_0550,All individuals found to be HIV negative are fit to use PrEP,Participant,http://purl.obolibrary.org/obo/EUPATH_0054502,PrEP knowledge,60. All individuals found to be HIV negative are fit to use PrEP,"1, True | 2, False | 98, Don't Know",value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
183,http://purl.obolibrary.org/obo/EUPATH_0054579,"If a client on PrEP forgets to take a tablet, he/she should take 2 tablets the next time he/she takes",jilindequestionnaire_data_2022-02-01_0550::x183,,jilindequestionnaire_data_2022-02-01_0550,"If a client on PrEP forgets to take a tablet, he/she should take 2 tablets the next time he/she takes",Participant,http://purl.obolibrary.org/obo/EUPATH_0054502,PrEP knowledge,"67. If a client on PrEP forgets to take a tablet, he/she should take 2 tablets the next time he/she takes","1, True | 2, False | 98, Don't Know",value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
180,http://purl.obolibrary.org/obo/EUPATH_0054576,"If I experience a condom burst and suspect my partner may infect me with HIV, I should go for PrEP",jilindequestionnaire_data_2022-02-01_0550::x180,,jilindequestionnaire_data_2022-02-01_0550,"If I experience a condom burst and suspect my partner may infect me with HIV, I should go for PrEP",Participant,http://purl.obolibrary.org/obo/EUPATH_0054502,PrEP knowledge,"64. If I experience a condom burst and suspect my partner may infect me with HIV, I should go for PrEP","1, True | 2, False | 98, Don't Know",value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
184,http://purl.obolibrary.org/obo/EUPATH_0054580,"Nausea, diarrhea, vomiting, decreased appetite, abdominal cramping or flatulence; dizziness or headaches are common side effects with PrEP",jilindequestionnaire_data_2022-02-01_0550::x184,,jilindequestionnaire_data_2022-02-01_0550,"Nausea, diarrhea, vomiting, decreased appetite, abdominal cramping or flatulence; dizziness or headaches are common side effects with PrEP",Participant,http://purl.obolibrary.org/obo/EUPATH_0054502,PrEP knowledge,"68. Nausea, diarrhea, vomiting, decreased appetite, abdominal cramping or flatulence; dizziness or headaches are common side effects with PrEP","1, True | 2, False | 98, Don't Know",value,,,,Demand_creation_evaluation_questionnaire,,,,,,,,,
